userid,track,artist,genre,city,time,day
F303ECAC,Zeppoliner,The 3rd and the Mortal,rock,Shelbyville,13:23:58,Monday
1A2890DC,Sweetest Memory,unknown,dance,Shelbyville,08:47:33,Monday
CF7F66B6,Vultures,HXV,dance,Shelbyville,20:21:50,Wednesday
CBF4933A,Nothing is over,York & Wadadli Acoustics,dance,Shelbyville,08:53:34,Friday
9A63C343,I Wanna Be,Ghost Hippies,local,Shelbyville,13:51:43,Wednesday
969EE69D,Inside,Ghostemane,folk,Shelbyville,20:59:33,Monday
65711E70,I Like to Move It (Move It!),Al-B. Band,pop,Shelbyville,08:47:30,Friday
A94A498,Thicker  (),Chasing Furies,pop,Shelbyville,13:51:09,Friday
58967E4F,Weeping Willow,Maple Leaf Ragtime Band,jazz,Shelbyville,13:56:59,Wednesday
913E6392,Bright Lights Big City,Quatro Scott & Powell,rock,Shelbyville,21:22:56,Friday
796F1578,Dare,Mikayla,pop,Shelbyville,21:55:01,Wednesday
C12FF2C5,Too Shy,Kajagoogoo,pop,Shelbyville,08:54:52,Wednesday
4F58E465,Trap Killer,Real Epic Music,instrumental,Shelbyville,14:16:59,Wednesday
B64DE806,I Just Want to Take You Home,Johnny Stanec,rock,Shelbyville,13:42:19,Friday
E184B88F,unknown,unknown,soul,Shelbyville,09:37:39,Monday
8B6D13E4,Into the Night,Triplight,electronic,Shelbyville,21:00:28,Monday
CFAC6509,C'est la Vie,B*Witched,pop,Shelbyville,08:50:04,Friday
2DF152B5,Hold On,Skepta,dance,Shelbyville,08:52:56,Wednesday
7A4EC9EF,No More,unknown,dance,Shelbyville,20:07:14,Monday
E2C5DA57,Blue STRiPS,unknown,rusrap,Shelbyville,14:11:49,Wednesday
A5811FFD,Smallville,LV Baby,hiphop,Shelbyville,08:25:14,Wednesday
B7119C25,Green Waves,Sunpeople,jazz,Shelbyville,09:56:45,Wednesday
56E1CFFC,Let's Go,Michael Convertino,film,Shelbyville,09:36:41,Friday
D13D2BB0,Around the World,Disco Fever,dance,Shelbyville,21:57:04,Wednesday
BF767F22,When Lights Are Low,Cal Tjader,jazz,Shelbyville,21:00:40,Wednesday
FAAF64D3,Mamushka,La Dispirada,latin,Shelbyville,21:11:06,Monday
1910B22E,Blvd of Broken Dreams,Ac Killer,hiphop,Shelbyville,13:09:22,Wednesday
EBC2FB0C,Better (45 Release),Blue Shoes,pop,Shelbyville,09:51:37,Wednesday
C8B4402B,Cuts Marked In the March of Men,Coheed and Cambria,progressive,Shelbyville,21:27:00,Friday
A935FADE,No Diggity (Re-Recorded),Blackstreet,urban,Shelbyville,13:46:47,Monday
3819D1D0,Inni Mnih,Mashrou´ Leila,world,Shelbyville,08:40:36,Wednesday
94B9E05B,Liar (as made famous by Madcon),Hit Singles Incorporated,pop,Shelbyville,20:30:03,Wednesday
750E1E2D,Terror In the Streets,Crimzm,punk,Shelbyville,08:57:30,Monday
84ED8341,It's Such a Good Night,Heisenberg & The Albuquerque Kingpins,pop,Shelbyville,14:30:17,Wednesday
3F8EA871,Input The Output,Challenger,rock,Shelbyville,09:30:33,Friday
FBDBD46C,Twisted,Hopsin,hiphop,Shelbyville,09:54:12,Wednesday
1A9D91C3,Aural Movements,Solarmax,electronic,Shelbyville,20:20:16,Monday
3D2148B4,1/11,Maria Teriaeva,experimental,Shelbyville,14:01:03,Wednesday
9E8BCA7C,#walkingdead,unknown,rusrap,Shelbyville,08:29:33,Wednesday
AE71925A,Fire On Water,L.A.O.S.,dance,Shelbyville,21:02:02,Monday
E1EB655,My Only Offer,Mates of State,rock,Shelbyville,13:17:06,Wednesday
72EE8079,Skimming Stones (Reprise) [feat. Kirsty Hawkshaw],Sleepthief,electronic,Shelbyville,21:10:27,Wednesday
75032683,Foreign,Kidd Keo,hiphop,Shelbyville,08:46:40,Monday
85950CE9,Afterparty,KAN,ruspop,Shelbyville,21:15:59,Monday
F2DB9AD4,unknown,unknown,unknown,Shelbyville,21:31:10,Monday
49A8045D,Jagwar,Shells,electronic,Shelbyville,21:18:14,Friday
BBE0214C,Balagan Balaban,Klezmerfest!,world,Shelbyville,08:00:57,Monday
28826690,Ta Paidia Kato Ston Kampo,Manos Hadjidakis,miscellaneous,Shelbyville,08:02:05,Wednesday
7A82A925,Whisper (feat. emalyn),Crywolf,post,Shelbyville,08:48:04,Friday
282A5E95,BOOGIE,Van Ness Wu,mandopop,Shelbyville,20:29:41,Wednesday
CBBA68EE,Summer's End,New Age,pop,Shelbyville,13:20:13,Friday
B1B8D844,Stop Searching,Valencia,alternative,Shelbyville,21:56:30,Wednesday
A950AD4,My Look,Marc Moosbrugger,house,Shelbyville,13:14:34,Wednesday
889CC684,Pictures Of Matchstick Men,Camper Van Beethoven,pop,Shelbyville,09:54:10,Friday
788E3531,Dead End Life,Dr. Living Dead!,thrash,Shelbyville,14:56:35,Monday
53FDFB55,Scream It,Trillium,metal,Shelbyville,14:37:34,Wednesday
FF038266,MI AMOR,unknown,ruspop,Shelbyville,08:30:41,Wednesday
61578564,Oh l'amour,Malibu Drive,dance,Shelbyville,13:01:14,Wednesday
71024D04,Medicine,Maxxi Soundsystem,dance,Shelbyville,21:45:51,Wednesday
EE20F54A,Aimes tu danser,Marc Korn,dance,Shelbyville,14:58:58,Wednesday
28E2E2AA,Take Me to Church,Dread Engine,blues,Shelbyville,13:01:08,Wednesday
31BACC,TheHollowEarth,Thom Yorke,idm,Shelbyville,21:46:47,Wednesday
2D3F237F,Bleckentrommel,unknown,electronic,Shelbyville,21:47:31,Monday
E7BB7B23,Temporary Fix,66 Stitches,alternative,Shelbyville,20:05:27,Monday
111C5DFF,This Christmas,Patti LaBelle,holiday,Shelbyville,21:01:59,Friday
CC0446AD,I Follow Rivers,I Follow Rivers,pop,Shelbyville,13:13:54,Friday
D4E40565,Valentina,The Hunts,alternative,Shelbyville,21:15:09,Wednesday
E38B2F0B,Whatever It Takes,Ryan Proudfoot,religious,Shelbyville,08:14:11,Friday
1230264,L.A. Night Live,Hueyfriends Office Media,hiphop,Shelbyville,13:27:26,Friday
69AFB503,By Myself,Dabeull,dance,Shelbyville,13:52:40,Wednesday
13745326,Serás a Dona,Atim,world,Shelbyville,08:28:39,Wednesday
39268B58,Good Man,Josh Ritter,folk,Shelbyville,08:35:28,Wednesday
3303DCA1,Come On Baby (feat. Jay Z & Swizz Beatz),Saigon,rap,Shelbyville,08:16:03,Wednesday
38DFEDD0,Classy,unknown,electronic,Shelbyville,20:54:25,Wednesday
8E7577C5,Witchunt (Featuring Ctrl+S),Gridlok,drum,Shelbyville,14:32:11,Friday
8487F528,Saude,Nancy Vieira,world,Shelbyville,14:51:22,Monday
70DDD434,Hey,Kel,ruspop,Shelbyville,21:20:34,Friday
B807CBE0,Ugui,The Wasabies,korean,Shelbyville,13:57:01,Wednesday
1B15ED46,Gonna Party Like,Peacemakers,dance,Shelbyville,13:11:31,Friday
C7BE9443,Killing Me Softly (With His Song),Alain Morisod,pop,Shelbyville,21:50:29,Wednesday
70E32DE4,Inferno,Banghook,progressive,Shelbyville,21:30:10,Wednesday
437DEF8D,Anything And Everything,The Crabs,indie,Shelbyville,21:21:54,Friday
B7EC8026,Saxophone Music,Saxophone,jazz,Shelbyville,13:32:31,Wednesday
6367D924,The Drill,The Drill,dance,Shelbyville,14:12:09,Wednesday
B4DAA989,Ara Vay,Narek Mets,hiphop,Shelbyville,21:54:00,Wednesday
22BF3A18,Je t'aime tant,Julie Delpy,soundtrack,Shelbyville,13:30:04,Friday
4F38B70E,Ricercar,Rosemary Hodgson,classical,Shelbyville,20:42:51,Friday
375F6CAA,Land of Confusion,Pink Cream 69,metal,Shelbyville,20:52:00,Friday
83875709,Love Don't Last Forever,Chrissy Steele,pop,Shelbyville,13:37:36,Friday
C7EA11E9,Metal Licker,Brainkicker,techno,Shelbyville,20:15:30,Friday
BE757395,Saluki,Arne Domnérus,jazz,Shelbyville,13:39:20,Friday
BCE5C206,Body 2 Body,Dragonette,pop,Shelbyville,09:10:54,Wednesday
4BAA8999,Milonga,Zsófia Boros,classical,Shelbyville,09:21:02,Friday
1279BE5A,Netflix N Kill,unknown,dance,Shelbyville,09:42:38,Wednesday
51AC6BA9,All Dawn,Kosikk,electronic,Shelbyville,13:53:14,Monday
F5AE68EE,California Dreamin' (Latin Version),Gabriela Terán,film,Shelbyville,08:39:01,Wednesday
33D936E1,Supermoon,Zap Mama,world,Shelbyville,13:36:36,Friday
1923BD53,Smile for the Cameras,Float Like a Buffalo,rock,Shelbyville,20:57:03,Wednesday
C7814A70,Deep Side,Dj Aakmael,dance,Shelbyville,14:25:48,Wednesday
CA69EEAA,The World Is Full of Children,Melynnique Seabrook,new,Shelbyville,21:03:47,Monday
4805BD33,Metal Will Stand Tall,The Poodles,rock,Shelbyville,21:49:26,Friday
D8CFC10F,Whataya Want From Me,The Smash Hit Band,pop,Shelbyville,13:18:49,Monday
FFB692EC,Rock & Roll,Tanita Tikaram,pop,Shelbyville,09:36:02,Monday
B106F34A,Faith,Andrey Vakulenko,dance,Shelbyville,08:16:01,Wednesday
18143EA0,Le Carnaval des Animaux R. 125,Pittsburgh Symphony Orchestra,classical,Shelbyville,21:14:06,Wednesday
BA21EC05,Cool Electronic Piano at Night,Dinner Party Music Guys,instrumental,Shelbyville,21:20:15,Wednesday
8221DA53,Raising My Family,Sound of R.E.L.S.,pop,Shelbyville,21:26:48,Wednesday
31188B6C,Waiting for Love,Waiting For Love,electronic,Shelbyville,20:01:23,Wednesday
EEE48B6F,What It Means,Sam Le,rock,Shelbyville,09:36:56,Monday
319B6A83,So Seductive,Tony Yayo,rnb,Shelbyville,14:06:36,Monday
D7D88F2D,Era,unknown,folk,Shelbyville,14:07:45,Monday
8EFB29A7,Chemicals,unknown,rock,Shelbyville,14:20:33,Monday
F511ADE7,Last Tango in Paris Pt. 1,Gato Barbieri,film,Shelbyville,13:28:27,Friday
BD81AAA6,Canto Del Pilon,unknown,pop,Shelbyville,20:01:05,Monday
7D654306,Come Along Now,unknown,world,Shelbyville,21:21:58,Wednesday
1DAD178A,Lucky Him,Shotgun Rider,country,Shelbyville,21:50:56,Friday
486D0CEE,O Little Town of Bethlehem,The Royal Philharmonic Orchestra Tower Brass Bands And Organ Beecham Choral Society Choir Of The Carmelite Priory London & Ealing Grammar School Boy's Choir,miscellaneous,Shelbyville,14:03:32,Monday
72646772,There's A Leak In This Old Building,Hillcrest Singers,religious,Shelbyville,13:25:23,Friday
1E636CAF,Naughty Girls,Sergey Skill,house,Shelbyville,14:15:46,Monday
D7F5C443,Moscow Calling,unknown,rusrock,Shelbyville,13:42:04,Wednesday
31431DD6,Chainsaw,unknown,rusrap,Shelbyville,21:28:55,Wednesday
E7747C58,I Want More,Blancmange,electronic,Shelbyville,13:01:54,Wednesday
2517E468,Shake It,The Casanovas,rock,Shelbyville,20:20:22,Friday
7BC77EEF,Strings of a Lute,Ostara,new,Shelbyville,14:28:42,Monday
BC72AF8,Pretty Girl Rock,Keri Hilson,rnb,Shelbyville,09:34:37,Friday
4A41C312,Let The Curtain Fall,Holbrook & SkyKeeper,dance,Shelbyville,21:58:10,Friday
BE12A19,The Throat - 'Ham' Mantra (432Hz),Alexandros Sidiropoulos,new,Shelbyville,08:22:12,Monday
E1B15914,Pure,Ross Gilmartin,pop,Shelbyville,13:15:00,Monday
5F333272,Weapons Of The Future,Diego Miranda,dance,Shelbyville,09:09:29,Wednesday
CA69A1A2,Mad About You,unknown,pop,Shelbyville,21:43:05,Friday
BBE0214C,High Road to Gairloch/Brown Haired Maiden,Haggis Rampant,world,Shelbyville,08:19:54,Wednesday
55DA2D68,La fiction,Joe Black,hiphop,Shelbyville,14:28:10,Friday
43ED2CB9,NUITS FAUVES,Fauve,alternative,Shelbyville,21:03:19,Wednesday
BBE02B8,Balenciaga,unknown,ruspop,Shelbyville,14:27:51,Friday
6DE19C79,Au coeur de Lutece,Hayce Lemsi,rap,Shelbyville,21:57:22,Monday
26833C5A,indy nose bone air !,Devun,electronic,Shelbyville,13:17:47,Monday
FFEC64B4,Pockets,Easy Life,alternative,Shelbyville,21:59:32,Wednesday
8FFAFB77,Me Da Igual,Victoria Riba,pop,Shelbyville,21:23:47,Monday
ECD2B7B5,MERA JOOTA HAI JAPANI,Mukesh & Chorus,soundtrack,Shelbyville,14:00:10,Friday
3F1601A9,Good Life,Adam Gontier,jazz,Shelbyville,21:50:28,Wednesday
4E5E3545,Underground,Pep & Rash,electronic,Shelbyville,09:56:25,Wednesday
1E4CAA75,Rolling Stone,Black Hippy,rap,Shelbyville,13:24:11,Monday
C10E6A08,Hold On,Holy Ghost!,alternative,Shelbyville,08:10:59,Monday
D16BC6C3,Tightrope,Marcus Collins,indie,Shelbyville,13:20:48,Wednesday
8C79DDFF,Walls,Kaskeiyp,dance,Shelbyville,21:07:53,Friday
4CC1BB3B,Dive,Omnikid,dance,Shelbyville,09:30:55,Monday
F22C80E4,Hey Girl,Norma Tanega,pop,Shelbyville,21:59:57,Monday
41253A27,Unification,unknown,dance,Shelbyville,14:05:16,Friday
C58AD827,I'm Out,100% Hit Crew,hiphop,Shelbyville,20:15:22,Wednesday
E998C22F,Opalin,AES Dana,downtempo,Shelbyville,14:12:58,Friday
FC020AA2,Elephant Dance,Late Night Circus,dance,Shelbyville,08:35:54,Friday
A1975358,Full Circle,HÆLOS,electronic,Shelbyville,09:23:08,Wednesday
36A146B1,I'm Living,Sizzla,electronic,Shelbyville,21:07:39,Monday
8A984D51,Black Heart,unknown,dance,Shelbyville,14:25:22,Wednesday
B0A0B57D,LSD,Diazz,rusrap,Shelbyville,09:45:10,Monday
B054B2D6,Another New Year,Your Demise,rock,Shelbyville,13:52:39,Wednesday
89691B23,So Long,MALFA,ruspop,Shelbyville,20:25:28,Friday
AE25A60D,Etudes for Piano 1st Book (1985): Arc-en-ciel (Rainbow),Erika Haase,chamber,Shelbyville,20:04:58,Friday
C8A94CA,unknown,unknown,rnb,Shelbyville,08:57:26,Wednesday
A886BF4E,Rooftop,GentleBeatz,instrumental,Shelbyville,13:29:37,Friday
457921EC,Dreamscape,009 Sound System,electronic,Shelbyville,08:47:43,Friday
6833B498,De la volga au don,unknown,ruspop,Shelbyville,14:27:06,Monday
CA950BEA,Long Lonely Road,Abalone Dots,pop,Shelbyville,13:34:27,Friday
EEB2FA4F,In einem Regen,Fanny Krug,jazz,Shelbyville,13:33:32,Monday
A6016074,Karma,Norma,techno,Shelbyville,21:47:12,Wednesday
ED72D03D,I Dreamed A Dream,Orphei Drängar,pop,Shelbyville,13:43:44,Friday
B69F8732,Money,Deep Red Wood,rusrap,Shelbyville,20:01:13,Wednesday
429C23E0,Home,Ricky Remedy,electronic,Shelbyville,08:38:30,Wednesday
3E268477,Cavanaugh Park,Something Corporate,punk,Shelbyville,08:51:57,Wednesday
12381E6F,Kalinka,Infernal,dance,Shelbyville,08:40:29,Monday
59D912EB,Here Today Gone Tomorrow,Gang Starr,hiphop,Shelbyville,21:59:00,Wednesday
84380A7F,PAYPAL,unknown,rusrap,Shelbyville,14:38:04,Friday
ED4D1760,St. Anger,Buddha Lounge,world,Shelbyville,21:28:48,Wednesday
9830A71B,Fire Walk with Me,Surf Curse,surf,Shelbyville,08:04:47,Wednesday
230F1095,Africa,Ram,dance,Shelbyville,14:11:03,Monday
AA286AD6,Perdona,Pokers,pop,Shelbyville,20:05:54,Friday
2DCCE4E9,Quelqu'un à qui penser,Lescop,pop,Shelbyville,14:57:54,Friday
DC3102D8,Decisions,Borgore,dance,Shelbyville,14:26:46,Friday
C021607,unknown,unknown,pop,Shelbyville,14:23:29,Wednesday
3A7229FA,Get Over It,Solid Gold,rock,Shelbyville,21:30:45,Wednesday
BADDC7C0,Everyday but Not Today,unknown,rusrap,Shelbyville,14:58:06,Monday
A84D2238,Look At Me,i-genius,hiphop,Shelbyville,21:11:24,Friday
1B5492A1,Winds of Freedom,BrunuhVille,new,Shelbyville,13:58:07,Wednesday
D9838D,Flashing Amber,Tom Prior,alternative,Shelbyville,14:40:58,Wednesday
841F2535,I Never Changed,The Exploited,punk,Shelbyville,13:18:28,Friday
3702D3F6,Let Me Hold You,Bow Wow,pop,Shelbyville,08:35:13,Monday
19779E2C,L’estate,Julia Dalia,ruspop,Shelbyville,13:46:49,Friday
3E7F3D63,Scrub The Ground,WD,electronic,Shelbyville,21:23:23,Wednesday
816BDDD1,Blood On Our Hands,Death From Above 1979,alternative,Shelbyville,21:50:30,Monday
B2FB0778,Lord of the Land,Cylone,dance,Shelbyville,09:56:02,Friday
DE7D5CF4,Darkest Ocean,All Tvvins,indie,Shelbyville,21:30:52,Friday
9BE8D1C2,Walkaway,Supercraft,electronic,Shelbyville,21:44:08,Monday
C8BF1C64,Can't Forget,Synthwave Goose,dance,Shelbyville,13:03:04,Monday
AF79BC52,Back 2 Back,Tills Walkie,hiphop,Shelbyville,08:03:57,Friday
77153500,unknown,unknown,unknown,Shelbyville,20:01:37,Friday
52C21149,Undead (made famous by Hollywood Undead),Evil Clown Gang,rock,Shelbyville,09:36:54,Wednesday
5197F0EA,No Pasaran (Pt. 2),Santiz,rusrap,Shelbyville,14:38:31,Friday
11FA7C0,The Luck You Got,Molotov Jive,alternative,Shelbyville,13:47:40,Monday
BC6F4AA0,Walk Right In,The Rooftop Singers,jazz,Shelbyville,13:30:45,Monday
60C82744,Woebegone,Arsonists Get All The Girls,metal,Shelbyville,14:48:31,Monday
4A4D95BC,I Fought the Law,The Bobby Fuller Four,pop,Shelbyville,21:11:41,Monday
C8F030FD,Neverland,Davide De Angelis,classical,Shelbyville,13:49:50,Wednesday
F3A0E026,Going Back,Real Bodrit,rusrock,Shelbyville,21:23:11,Friday
18B90E75,Massive Action,Andrew Kawczynski,soundtrack,Shelbyville,20:32:07,Friday
E056751B,Roadrunner,The Modern Lovers,rock,Shelbyville,13:00:43,Monday
56DD1BBB,Hiyaro Viinay,The Bhaktas,electronic,Shelbyville,21:26:43,Friday
CD34E011,Sonic Air,LA LA LAND,rock,Shelbyville,08:50:25,Friday
C7467F8B,Pull Up,Cognac & Roses,urban,Shelbyville,13:13:45,Wednesday
E00CF5CD,Trance Addict,DJ Verizmo,dance,Shelbyville,08:49:59,Monday
C7CCD6B1,Have Yourself a Merry Little Christmas,The United States Airmen of Note,holiday,Shelbyville,14:29:24,Wednesday
C5C654D0,The Walls Are Closing In / Hangman,The Pretty Reckless,rock,Shelbyville,13:25:40,Friday
E0226213,Reason in Disguise,Jorja Smith,jazz,Shelbyville,21:31:24,Wednesday
8E0FC466,Dance Lesson No. 2,Karl Denson,jazz,Shelbyville,09:00:21,Friday
922CCC9C,Spring: When Your Soul's Your Own,Everyhead,rock,Shelbyville,09:01:57,Monday
6878926B,Blow the Man Down,The Windjammers,folk,Shelbyville,21:38:27,Friday
DD612FF6,Heartbeat,Girlfriend,pop,Shelbyville,21:43:45,Friday
9AADB8D2,Summer Madness,Green Orange,dance,Shelbyville,14:26:19,Wednesday
6C9A577D,Spooky Scary Skeletons,Halloween Kids,miscellaneous,Shelbyville,20:41:20,Friday
812FDBD2,She Is a Rainbow,Moosfiebr,electronic,Shelbyville,09:56:09,Wednesday
FBA7518E,Baby I Call Hell,Deap Vally,rock,Shelbyville,13:56:50,Wednesday
B31B1A89,Moonlight in Vermont,Ahmad Jamal Trio,miscellaneous,Shelbyville,20:31:35,Friday
BCF8AFEA,I Bleed Horses,Irk,metal,Shelbyville,14:49:27,Wednesday
1DD335D,Elusive Paradise,Steve Rice,jazz,Shelbyville,09:01:40,Wednesday
3999FF44,Ricky Tan,Young L,rap,Shelbyville,09:26:10,Monday
5E4EA2D7,Path of the Blazing Sarong,Bill Ravi Harris & The Prophets,world,Shelbyville,14:25:42,Wednesday
2E62704E,200 Years Ago On an Icy Planet…,James Hannigan,soundtrack,Shelbyville,20:48:24,Monday
19B33C88,Diamonds,Noah,rock,Shelbyville,13:03:58,Friday
FFB692EC,Stay,Mathew James White,folk,Shelbyville,09:35:26,Monday
8B7B666B,A Darker Forest,Thursday,posthardcore,Shelbyville,14:34:55,Friday
858D62D9,Guy's Got to Go,unknown,jazz,Shelbyville,21:39:54,Wednesday
36CED926,Butterfly,The Karaoke Universe,other,Shelbyville,20:39:08,Wednesday
31B9D6E,New Best Thing,KOYOTIE,alternative,Shelbyville,21:03:44,Friday
19A1B806,Dagestan,Sabine Kors,caucasian,Shelbyville,13:57:54,Monday
D389B282,Gajumaru,Yaima,dance,Shelbyville,14:01:52,Wednesday
BCD704A4,OJ,Demrick,hiphop,Shelbyville,13:17:41,Friday
599727AA,A Million on My Soul,Alexiane,pop,Shelbyville,08:46:18,Friday
97C45342,Escuchá,Facundo Arana,latin,Shelbyville,20:30:28,Friday
7C4F751C,A Time for Martyrs,Orphx,electronic,Shelbyville,09:44:18,Monday
8893A5A3,Times,Ease & Taste feat. No No No Yes,triphop,Shelbyville,20:21:36,Wednesday
369307F1,Rescue Me,Elise LeGrow,pop,Shelbyville,21:26:00,Wednesday
72A00976,It's Now Winter's Day,Tommy Roe,rock,Shelbyville,20:38:03,Friday
93528EDC,"The Edge (From the Motion Picture ""The Amazing Spider-Man 2"")",Tonight Alive,alternative,Shelbyville,14:41:12,Wednesday
E25C1822,Got It Goin' On,Syren,pop,Shelbyville,13:23:57,Friday
D4D92A23,Undertaker,The Moondoggies,alternative,Shelbyville,09:01:05,Friday
B033ABDB,Shadows of Our Time,Krampus,rock,Shelbyville,14:30:56,Wednesday
3158CBE9,Last Call,unknown,jazz,Shelbyville,21:27:24,Friday
292D8778,Blues in sol,Cecilia Chailly,classical,Shelbyville,08:36:40,Wednesday
7FC1D231,Talking In Your Sleep,The Romantics,pop,Shelbyville,14:09:07,Monday
B1968A6C,SAD SONG,KUKOYAKA,rusrap,Shelbyville,09:54:14,Friday
59F144A1,Balenciaga,unknown,ruspop,Shelbyville,13:18:11,Friday
402FA7E,Ritmo Ruso,Cuba Jam,latin,Shelbyville,20:34:28,Friday
BE1F66D1,Lusty,Andre Andreo,electronic,Shelbyville,09:42:00,Friday
98D8F972,I Thank You,Sam & Dave,rnb,Shelbyville,13:05:45,Monday
F2DB9AD4,Feel It,Archive,electronic,Shelbyville,21:52:39,Monday
363117B0,Suite Gaditana (Mayor y Menor),Juan Serrano,latin,Shelbyville,08:51:36,Monday
EFE08E9,PLC,Brasco,hiphop,Shelbyville,08:27:43,Friday
A3EFF6A9,Sunshine,Mary Voit,classical,Shelbyville,21:54:51,Wednesday
E2C02B46,Keep Your Head Up,unknown,dance,Shelbyville,09:17:28,Friday
CAB3F3A,Dovdu,Angelit,world,Shelbyville,08:59:59,Wednesday
44F511B,I'm A Disaster,Ghost Town,electronic,Shelbyville,09:04:39,Monday
735951F6,Deliverance,Winifred Phillips,soundtrack,Shelbyville,09:16:12,Friday
18C31F86,Kirin,Lumen,rock,Shelbyville,13:43:06,Wednesday
A0A34AC3,Uncle Jack,unknown,dance,Shelbyville,08:42:49,Friday
57F3A256,Anytime Soon,Blu Mar Ten,electronic,Shelbyville,14:56:59,Wednesday
811B9D19,Hanging On A Heart Attack,Device,rock,Shelbyville,21:46:51,Monday
D4BF3D60,Runaway,unknown,dance,Shelbyville,09:54:48,Monday
36287FF5,Catalina Dice,French Horn Rebellion,disco,Shelbyville,14:10:24,Friday
3BF51C72,You Are Not Alone,Max Bering,dance,Shelbyville,14:27:32,Monday
4793C607,The Battle of New Orleans,Johnny Horton,pop,Shelbyville,08:44:19,Friday
B8DD4164,ZILLERTALER,Ursprung Buam,folk,Shelbyville,13:03:03,Wednesday
7EAF402,Fight!,unknown,rusrap,Shelbyville,13:54:40,Wednesday
F3F27BC5,Collide,AxeWound,metal,Shelbyville,08:49:47,Wednesday
F13C0B64,Strange Days,Mat Mchugh,dance,Shelbyville,21:59:30,Friday
2E2D4950,Pure,unknown,electronic,Shelbyville,14:15:22,Monday
2E641E6E,Outro Lugar,Salomé De Bahia,dance,Shelbyville,21:19:18,Monday
346725AB,Dolce vita,Ryan Paris,world,Shelbyville,09:39:50,Wednesday
B867BBD3,Go,unknown,rusrap,Shelbyville,21:53:16,Monday
2DEDE475,No Way No Time,Lady Violet,dance,Shelbyville,14:54:10,Friday
9266D285,Gangsta,ENiGMA Dubz,dance,Shelbyville,21:13:42,Wednesday
74A360EB,Unstoppable,The Edge Of Reason,hardcore,Shelbyville,08:02:37,Friday
FBEA299,Brand New,Ben Rector,singer,Shelbyville,09:31:56,Monday
3DC96848,Die Zauberflöte: Der Hölle Rache (Königin der Nacht),unknown,classical,Shelbyville,20:36:24,Wednesday
68CEE95E,The Golden Temple,Diane Arkenstone,world,Shelbyville,21:48:46,Wednesday
7D5E7C91,Floods,Kantyze,dance,Shelbyville,08:38:57,Wednesday
E7646DE8,Street Kings,YFN Lucci,rap,Shelbyville,08:06:36,Monday
798C1929,Sunny,James Brown,jazz,Shelbyville,14:27:58,Wednesday
76BD8C3C,Mahalageasca,Bubamara Brass Band,balkan,Shelbyville,09:39:27,Monday
4EB53791,Summer Child,Dar Williams,folk,Shelbyville,20:41:32,Monday
B7FBF9ED,Somebody,SOVI,dance,Shelbyville,08:30:47,Wednesday
2785A24F,Talking Body,Don Vedda,rock,Shelbyville,21:38:28,Monday
DB89C288,Asphalt Kiss,Null+Void,electronic,Shelbyville,21:18:47,Friday
D97DF426,Boris Godunov PROLOGUE - Scene One: Na kovó ty nas pokidáesh (People/Peasants 1 & 2/Peasant women 1 & 2/Police Officer),Vasil Benchev/Nicolaï Christov/Bojan Katzarsky/Christina Hadjikoleva/Kina Kosseva/Chorus of the National Opera of Sofia/Orchestre de la Société des Concerts du Conservatoire/André Cluytens,classical,Shelbyville,21:59:01,Wednesday
45992FB5,Ave Maria (Caccini),Argishty (Duduk),caucasian,Shelbyville,14:12:17,Wednesday
F4AB6B1F,unknown,unknown,unknown,Shelbyville,13:12:46,Monday
282CCF03,Nasty One,DJ Wild,hiphop,Shelbyville,09:40:28,Friday
97BF250B,Quero Ser Seu Cão - Rdio Sessions,Thiago Pethit,rock,Shelbyville,09:19:56,Monday
887ABE77,Bom Dia Lisboa,Ana Roque,world,Shelbyville,13:54:13,Monday
8173C66D,Awakening,Blakes,dance,Shelbyville,09:04:04,Wednesday
4911C35C,Panorama,NAYMADA,ruspop,Shelbyville,21:32:47,Wednesday
BF572AA0,Il bambino soldato,Lowlow,hiphop,Shelbyville,21:37:29,Monday
8D520B6E,Fantasy,Tesla Boy,local,Shelbyville,09:45:11,Friday
288C950B,PRAKTIKA,YOURA,rusrap,Shelbyville,14:55:35,Wednesday
BEFB7CFD,The Truth,Devlin,rap,Shelbyville,14:22:56,Wednesday
18B90E75,One More Kiss Dear,Blade Runner Soundtrack/The New American Orchestra,soundtrack,Shelbyville,20:05:07,Friday
58E93486,Stop Drugs,unknown,rusrap,Shelbyville,20:56:07,Monday
7604DA20,iSpy,unknown,hiphop,Shelbyville,08:34:34,Friday
74419961,Ooh La La,Hi-Lo,dance,Shelbyville,20:12:01,Monday
F7B91D62,The Curtain,Hensha,dance,Shelbyville,13:04:58,Monday
1502BEF8,My Mother,Calhoun Kids for Kids,children,Shelbyville,21:37:46,Friday
343CC3E3,Oh Dale,Bobby & The Demons,pop,Shelbyville,13:07:04,Friday
D514BD7D,Léto lásky,Summer All Stars,pop,Shelbyville,13:48:40,Friday
C320A4F2,Black Sunday,Satan's Host,metal,Shelbyville,09:26:36,Friday
6933A640,unknown,unknown,classicmetal,Shelbyville,13:21:48,Friday
68A1C41,Far Over the Misty Mountain Cold,Rob Starr & The Hollywood Singers + Orchestra,film,Shelbyville,08:43:48,Wednesday
35A4DEE0,Chinese Rocks,unknown,punk,Shelbyville,14:40:36,Wednesday
F560DDDF,Imidiwan,Bombino,world,Shelbyville,14:55:06,Wednesday
